Nro Registro,Especie,Condición genética,Nombre botánico,Cultivar,Tipo,Característica,G Especie,Inscripción RNC,Inscripción RNPC,Validez RNPC,Vigencia,País,Solicitante,Representante,Evento de Transformación,
3965,MAIZ,PISINGALLO/REVENTON HIBRIDO,Zea mays L. var. oryzaea,W 112,1,,HT,1995/08/18,0000/00/00,0000/00/00,,,WEAVER POPCORN COMPANY S.A.,CASAS SERGIO ERNESTO,,
3755,MAIZ,PISINGALLO/REVENTON HIBRIDO,Zea mays L. var. oryzaea,W 206,1,,HT,1995/05/05,0000/00/00,0000/00/00,,,WEAVER POPCORN COMPANY S.A.,,,
7380,MAIZ,PISINGALLO/REVENTON HIBRIDO,Zea mays L. var. oryzaea,W 911,1,,HT,2001/09/11,0000/00/00,0000/00/00,,ARG,WEAVER POPCORN COMPANY S.A,CASAS SERGIO ERNESTO,,
6921,MAIZ,PISINGALLO/REVENTON HIBRIDO,Zea mays L. var. oryzaea,W 918,3,,HT,2000/09/26,0000/00/00,0000/00/00,,USA,WEAVER POPCORN COMPANY S.A,CASAS SERGIO ERNESTO,,
7381,MAIZ,PISINGALLO/REVENTON HIBRIDO,Zea mays L. var. oryzaea,W 953,1,,HT,2001/09/11,0000/00/00,0000/00/00,,ARG,WEAVER POPCORN COMPANY S.A,CASAS SERGIO ERNESTO,,
5837,MAIZ,PISINGALLO/REVENTON HIBRIDO,Zea mays L. var. oryzaea,W-115,1,,HT,1998/07/27,0000/00/00,0000/00/00,,USA,WEAVER POPCORN COMPANY S.A.,CASAS SERGIO ERNESTO,,
5836,MAIZ,PISINGALLO/REVENTON HIBRIDO,Zea mays L. var. oryzaea,W-211,1,,HT,1998/07/27,0000/00/00,0000/00/00,,USA,WEAVER POPCORN COMPANY S.A.,CASAS SERGIO ERNESTO,,
8188,MAIZ,PISINGALLO/REVENTON HIBRIDO,Zea mays L. var. oryzaea,W-305,1,,HT,2003/11/28,0000/00/00,0000/00/00,,USA,WEAVER POPCORN COMPANY S.A,CASAS SERGIO ERNESTO,,
5835,MAIZ,PISINGALLO/REVENTON HIBRIDO,Zea mays L. var. oryzaea,W-306,1,,HT,1998/07/27,0000/00/00,0000/00/00,,USA,WEAVER POPCORN COMPANY S.A.,CASAS SERGIO ERNESTO,,
14170,MAIZ,PISINGALLO/REVENTON VARIEDAD,Zea mays L.,BSPL 217,2,,HT,0000/00/00,2014/03/05,2034/03/05,S,ARG,SEMILLAS BASSO S.A.C.I.A.I.F,BASSO LORENA,,
14171,MAIZ,PISINGALLO/REVENTON VARIEDAD,Zea mays L.,BSPL 218,2,,HT,0000/00/00,2014/03/05,2034/03/05,S,ARG,SEMILLAS BASSO S.A.C.I.A.I.F,BASSO LORENA,,
14174,MAIZ,PISINGALLO/REVENTON VARIEDAD,Zea mays L.,BSPL 258,2,,HT,0000/00/00,2014/03/05,2034/03/05,S,ARG,SEMILLAS BASSO S.A.C.I.A.I.F,BASSO LORENA,,
14176,MAIZ,PISINGALLO/REVENTON VARIEDAD,Zea mays L.,BSPL 26,2,,HT,0000/00/00,2014/03/05,2034/03/05,S,ARG,SEMILLAS BASSO S.A.C.I.A.I.F,BASSO LORENA,,
14175,MAIZ,PISINGALLO/REVENTON VARIEDAD,Zea mays L.,BSPL 262,2,,HT,0000/00/00,2014/03/05,2034/03/05,S,ARG,SEMILLAS BASSO S.A.C.I.A.I.F,BASSO LORENA,,
14172,MAIZ,PISINGALLO/REVENTON VARIEDAD,Zea mays L.,BSPL 268,2,,HT,0000/00/00,2014/03/05,2034/03/05,S,ARG,SEMILLAS BASSO S.A.C.I.A.I.F,BASSO LORENA,,
14168,MAIZ,PISINGALLO/REVENTON VARIEDAD,Zea mays L.,BSPL 272,2,,HT,0000/00/00,2014/03/05,2034/03/05,S,ARG,SEMILLAS BASSO S.A.C.I.A.I.F,BASSO LORENA,,
14173,MAIZ,PISINGALLO/REVENTON VARIEDAD,Zea mays L.,BSPL 278,2,,HT,0000/00/00,2014/03/05,2034/03/05,S,ARG,SEMILLAS BASSO S.A.C.I.A.I.F,BASSO LORENA,,
14169,MAIZ,PISINGALLO/REVENTON VARIEDAD,Zea mays L.,BSPL 282,2,,HT,0000/00/00,2014/03/05,2034/03/05,S,ARG,SEMILLAS BASSO S.A.C.I.A.I.F,BASSO LORENA,,
6222,MAIZ,PISINGALLO/REVENTON VARIEDAD,Zea mays L.,HP-85/08,2,,HT,0000/00/00,2001/09/06,2021/09/06,S,USA,THE AGRICULT.ALUMNI SEED IMP.A,CARLOS HOMERO GIULIANI,,
6224,MAIZ,PISINGALLO/REVENTON VARIEDAD,Zea mays L.,HP-89/06,2,,HT,0000/00/00,2001/09/06,2021/09/06,S,USA,THE AGRICULTURAL ALUMNI SEED .,CARLOS HOMERO GIULIANI,,
2404,MAIZ,PISINGALLO/REVENTON VARIEDAD,Zea mays L.,PICASU INTA,3,,HT,1991/12/30,1992/05/14,2012/05/14,N,ARG,INTA E.E.A.PERGAMINO,MARTINEZ CARLOS ALBERTO,,
990,MAIZ,PISINGALLO/REVENTON VARIEDAD,Zea mays L.,PISINGALLO PARANA INTA,4,,HT,1981/01/13,0000/00/00,0000/00/00,,ARG,,,,
6155,MAIZ,PISINGALLO/REVENTON VARIEDAD,Zea mays L.,PORA INTA,3,,HT,1999/12/06,1999/12/06,2019/12/06,N,ARG,INST. NAC. TEC. AGROPECUARIA,RAGONESE MARIA ELENA,,
7991,MAIZ,PISINGALLO/REVENTON VARIEDAD,Zea mays L.,REVENTON CORDOBA,1,,HT,2004/08/12,0000/00/00,0000/00/00,,ARG,FAC. CS.AGROPECUARIAS-UNC,FONTAN HECTOR MARIO,,
5108,MAIZ,PISINGALLO/REVENTON VARIEDAD,Zea mays L.,RZ 11,3,,HT,1997/10/20,1997/10/20,2017/10/20,N,ARG,MONGE MARIA LAURA,MONGE MARIA LAURA,,
7379,MAIZ,PISINGALLO/REVENTON VARIEDAD,Zea mays L.,W 132,1,,HT,2001/09/11,0000/00/00,0000/00/00,,ARG,WEAVER POPCORN COMPANY S.A,CASAS SERGIO ERNESTO,,
7807,MAIZ,PISINGALLO/REVENTON VARIEDAD,Zea mays L.,W 252,1,,HT,2003/11/28,0000/00/00,0000/00/00,,ARG,WEAVER POPCORN COMPANY S.A,CASAS SERGIO ERNESTO,,
8288,MAIZ,POLINIZADOR,Zea mays L.,MONP264,1,,CE,2003/11/28,0000/00/00,0000/00/00,,ARG,MONSANTO ARGENTINA S.A.I.C.,ALVAREZ ARANCEDO MIGUEL,,
8291,MAIZ,POLINIZADOR,Zea mays L.,MONP264MG,1,,CE,2003/11/28,0000/00/00,0000/00/00,,ARG,MONSANTO ARGENTINA S.A.I.C.,ALVAREZ ARANCEDO MIGUEL,,
8575,MAIZ,POLINIZADOR,Zea mays L.,MONP5MG,1,TR,CE,2004/06/16,0000/00/00,0000/00/00,,ARG,MONSANTO ARGENTINA S.A.I.C.,ALVAREZ ARANCEDO MIGUEL,MON810,
7451,MAIZ,POLINIZADOR,Zea mays L.,MONPA 3,1,,CE,2003/11/14,0000/00/00,0000/00/00,,ARG,MONSANTO ARGENTINA S.A.I.C.,LOPEZ MONDO EDUARDO,,
7452,MAIZ,POLINIZADOR,Zea mays L.,MONPA 5,1,,CE,2003/11/14,0000/00/00,0000/00/00,,ARG,MONSANTO ARGENTINA S.A.I.C.,LOPEZ MONDO EDUARDO,,
7453,MAIZ,POLINIZADOR,Zea mays L.,MONPA 6,1,,CE,2003/11/14,0000/00/00,0000/00/00,,ARG,MONSANTO ARGENTINA S.A.I.C.,LOPEZ MONDO EDUARDO,,
17603,MAIZ,SUPERDULCE,Zea mays L.,GSS 1453,1,,HT,2017/11/15,0000/00/00,0000/00/00,,USA,SYNGENTA AGRO S.A.,TOZZINI ALEJANDRO,,
17606,MAIZ,SUPERDULCE,Zea mays L.,GSS 3951,1,,HT,2017/10/10,0000/00/00,0000/00/00,,USA,SYNGENTA AGRO S.A.,TOZZINI ALEJANDRO,,
17604,MAIZ,SUPERDULCE,Zea mays L.,GSS 41243,1,,HT,2017/11/15,0000/00/00,0000/00/00,,BRA,SYNGENTA AGRO S.A.,TOZZINI ALEJANDRO,,
17602,MAIZ,SUPERDULCE,Zea mays L.,GSS 7877,1,,HT,2017/11/15,0000/00/00,0000/00/00,,USA,SYNGENTA AGRO S.A.,TOZZINI ALEJANDRO,,
802,MAIZ,VARIEDADES,Zea mays L.,AGROLIT C 40 (CANCELADO),3,,CE,1980/07/07,1984/09/28,1999/09/27,N,ARG,AGROLIT S.A.,SPIAGGI VICTORIO JOSE MARIA,,
5307,MAIZ,VARIEDADES,Zea mays L.,AGROLIT C-40/02,3,,CE,2001/11/19,2001/11/19,2021/11/19,S,ARG,ZAMBRUNI Y CIA SA,ZAMBRUNI JOSE ANTONIO,,
650,MAIZ,VARIEDADES,Zea mays L.,AMARILLO CERRILLOS 21,4,,CE,1980/05/05,0000/00/00,0000/00/00,,ARG,,,,
404,MAIZ,VARIEDADES,Zea mays L.,AMARILLO PRECOZ DE SIMONI,4,,CE,1980/05/05,0000/00/00,0000/00/00,,ARG,,,,
6111,MAIZ,VARIEDADES,Zea mays L.,CANDELARIA INTA,3,,CE,1999/03/04,1999/03/04,2019/03/04,S,ARG,INTA,RAGONESE MARIA ELENA,,
17976,MAIZ,VARIEDADES,Zea mays L.,CAPILLA 6006,1,,CE,2018/05/21,0000/00/00,0000/00/00,,ARG,FAC.CCIAS.AGROP.-UNIV.CORDOBA,JUAN MARCELO CONRERO,,
17977,MAIZ,VARIEDADES,Zea mays L.,CAPILLA 8008,1,,CE,2018/05/21,0000/00/00,0000/00/00,,ARG,FAC.CCIAS.AGROP.-UNIV.CORDOBA,JUAN MARCELO CONRERO,,
1614,MAIZ,VARIEDADES,Zea mays L.,CHOIQUE INTA,3,,CE,1986/11/04,1986/11/04,2001/11/03,N,ARG,INTA E.E.A.PERGAMINO,FIGONI HECTOR BALDOMERO,,
639,MAIZ,VARIEDADES,Zea mays L.,COLORADO AMBUE INTA,4,,CE,1980/05/05,0000/00/00,0000/00/00,,ARG,,,,
346,MAIZ,VARIEDADES,Zea mays L.,COLORADO LA HOLANDESA,4,,CE,1980/05/05,0000/00/00,0000/00/00,,ARG,,,,
732,MAIZ,VARIEDADES,Zea mays L.,COLORADO LA HOLANDESA MEJORADO,4,,CE,1980/05/05,0000/00/00,0000/00/00,,ARG,,,,
888,MAIZ,VARIEDADES,Zea mays L.,COLORADO LA HOLANDESA SUPER AV,3,,CE,1984/02/02,1984/02/02,2000/02/02,N,ARG,AGROLIT S.A.,ZAMBRUNI JOSE ANTONIO,,
120,MAIZ,VARIEDADES,Zea mays L.,COLORADO MANFREDI MA,4,,CE,1980/05/05,0000/00/00,0000/00/00,,ARG,,,,
10883,MAIZ,VARIEDADES,Zea mays L.,CUATRO DECADAS,1,,CE,2008/11/20,0000/00/00,0000/00/00,,ARG,MARIA CRISTINA NAZAR,DI GIUSTO DANIEL ESTEBAN,,
859,MAIZ,VARIEDADES,Zea mays L.,DON FAUSTINO INTA,3,,CE,1980/07/07,1984/09/28,1999/09/28,N,ARG,INTA E.E.A.BORDENAVE,GLAVE ADOLFO ENRIQUE,,
2405,MAIZ,VARIEDADES,Zea mays L.,DON TOMAS INTA,3,,CE,1991/12/30,1992/05/14,2012/05/14,N,ARG,INTA E.E.A.PERGAMINO,MARTINEZ CARLOS ALBERTO,,
1324,MAIZ,VARIEDADES,Zea mays L.,DU 70 B,1,,CE,1984/12/21,0000/00/00,0000/00/00,,FRA,ZEA SUR S.A.,LASA JOSE ANTONIO,,
14445,MAIZ,VARIEDADES,Zea mays L.,ELENA UNLPAM,3,,CE,2014/03/19,2014/03/19,2034/03/19,S,ARG,UNIV.NAC.DE LA PAMPA FAC. AGR.,FERRERO CARLOS JOSE,,
1326,MAIZ,VARIEDADES,Zea mays L.,F 192,1,,CE,1984/12/21,0000/00/00,0000/00/00,,FRA,ZEA SUR S.A.,LASA JOSE ANTONIO,,
1325,MAIZ,VARIEDADES,Zea mays L.,F2,1,,CE,1984/12/21,0000/00/00,0000/00/00,,FRA,ZEA SUR S.A.,LASA JOSE ANTONIO,,
5599,MAIZ,VARIEDADES,Zea mays L.,J 1049,3,,CE,1998/12/21,1998/12/21,2018/12/21,N,ARG,ESTANCIA LA JOSEFINA SA,MURAD JAVIER,,
5598,MAIZ,VARIEDADES,Zea mays L.,J 1066,3,,CE,1998/12/21,1998/12/21,2018/12/21,N,ARG,ESTANCIA LA JOSEFINA SA,MURAD JAVIER,,
1327,MAIZ,VARIEDADES,Zea mays L.,KW 4203,1,,CE,1984/12/21,0000/00/00,0000/00/00,,DEU,ZEA SUR S.A.,LASA JOSE ANTONIO,,
1328,MAIZ,VARIEDADES,Zea mays L.,KW 4205,1,,CE,1984/12/21,2001/01/01,0000/00/00,,DEU,ZEA SUR S.A.,LASA JOSE ANTONIO,,
2010,MAIZ,VARIEDADES,Zea mays L.,LA HOLANDESA COLOSAL,3,,CE,1989/06/23,1989/06/23,2004/06/23,N,ARG,CRIADERO LA HOLANDESA,ZAMBRUNI JOSE ANTONIO,,
661,MAIZ,VARIEDADES,Zea mays L.,LEALES 25 INTA,3,,CE,1980/05/05,1984/09/28,1999/09/27,N,ARG,INTA E.E.A.FAMAILLA,FERNANDEZ ULIVARRI ROBERTO,,
7666,MAIZ,VARIEDADES,Zea mays L.,LEALES 25 PLUS,3,,CE,2002/10/03,2002/10/03,2022/10/03,S,ARG,INST. NAC. TEC. AGROPECUARIA,RAGONESE MARIA ELENA,,
7157,MAIZ,VARIEDADES,Zea mays L.,LISANDRO,1,,CE,2000/11/02,0000/00/00,0000/00/00,,ARG,INTERSEM S.A,FONS OSCAR F.,,
75,MAIZ,VARIEDADES,Zea mays L.,LONG WHITE FLINT SEL.MA,4,,CE,1980/05/05,0000/00/00,0000/00/00,,ARG,,,,
881,MAIZ,VARIEDADES,Zea mays L.,MOROCHO INTA,3,,CE,1982/06/24,1985/02/11,2000/02/11,N,ARG,INTA E.E.A.FAMAILLA,FOGLIATA FRANCO AUGUSTO,,
2855,MAIZ,VARIEDADES,Zea mays L.,MPB-FCA 856,3,,CE,1993/09/14,1993/09/14,2013/09/14,N,ARG,FAC.CCIAS.AGROP.-UNIV.CORDOBA,ARGUELLO JUAN ALBERTO,,
5102,MAIZ,VARIEDADES,Zea mays L.,PAYAGUA INTA,3,,CE,1997/07/28,1997/07/28,2017/07/28,N,ARG,INTA,"GUTIERREZ, MARTA",,
7726,MAIZ,VARIEDADES,Zea mays L.,PHND1,2,,CE,0000/00/00,2003/02/10,2023/02/10,S,USA,PIONEER HI BRED INTERNATIONAL,MARTIN TERESITA,,
1210,MAIZ,VARIEDADES,Zea mays L.,PITAGUA INTA,3,,CE,1984/09/28,1984/09/28,1999/09/27,N,ARG,INTA E.E.A.PERGAMINO,VON DER PAHLEN ALEJO,,
1209,MAIZ,VARIEDADES,Zea mays L.,PUNZO INTA,3,,CE,1984/09/28,1984/09/28,1999/09/27,N,ARG,INTA E.E.A.PERGAMINO,VON DER PAHLEN ALEJO,,
7154,MAIZ,VARIEDADES,Zea mays L.,RENE,1,,CE,2000/11/02,0000/00/00,0000/00/00,,ARG,INTERSEM S.A,FONS OSCAR F.,,
8693,MAIZ,VARIEDADES,Zea mays L.,SUPER COLOSAL,3,,CE,2005/07/20,2005/08/26,2025/08/26,S,ARG,ZAMBRUNI Y CIA SA,ZAMBRUNI JOSE A.,,
637,MAIZ,VARIEDADES,Zea mays L.,TEEA 64,3,,CE,1980/05/05,1985/06/24,2000/06/23,N,ARG,E.E.A.OBISPO COLOMBRES,,,
773,MAIZ,VARIEDADES,Zea mays L.,TEEA COLMENAR,4,,CE,1980/05/05,0000/00/00,0000/00/00,,ARG,,,,
16122,MAIZ SUPERDULCE,,,PROTECTOR,1,,HT,2015/09/29,0000/00/00,0000/00/00,,USA,SYNGENTA AGRO S.A.,BRUN AGOSTINA,,
2212,MAKARIKARI GRASS,,Panicum coloratum var. makarikariensebbp,BAMBATSII,1,,FO,1990/06/22,0000/00/00,0000/00/00,,ARG,PALLARO HNOS.S.A.C.I.F.,PALLARO ANDRES,,
44,MAKARIKARI GRASS,,Panicum coloratum var. makarikariensebbp,KLEIN,4,,FO,1980/05/05,0000/00/00,0000/00/00,,ARG,,,,
3301,MANDARINO,,Citrus reticulata Blanco,BEAUTY,4,CIS,FR,1994/01/26,0000/00/00,0000/00/00,,AUS,,,,
6461,MANDARINO,,Citrus reticulata Blanco,CLEMENTINA FINA,4,CIS,FR,1999/07/30,0000/00/00,0000/00/00,,JPN,,,,
5507,MANDARINO,,Citrus reticulata Blanco,CLEMENULES,1,CIS,FR,1997/12/22,0000/00/00,0000/00/00,,ESP,VINEXPORT S.A.I.E.,VINELLI NORBERTO NESTOR,,
16157,MANDARINO,,Citrus reticulata Blanco,DAISYSL,2,,FR,0000/00/00,2017/06/16,2037/06/16,S,USA,THE REGENTS THE UNIV.CALIFORNI,"CLARKE, MODET & CO",,
6435,MANDARINO,,Citrus reticulata Blanco,DANCY,4,CIS,FR,1999/07/30,0000/00/00,0000/00/00,,FRA,,,,
8099,MANDARINO,,Citrus reticulata Blanco,DITY,3,CIS,FR,2004/06/29,2004/06/29,2024/06/29,S,ISR,AGRICULTURAL RESEARCH ORGANIZN,IGNACIO DE APELLANIZ,,
7206,MANDARINO,,Citrus reticulata Blanco,ENCORE,4,CIS,FR,2000/11/02,0000/00/00,0000/00/00,,,,,,
6542,MANDARINO,,Citrus reticulata Blanco,FAIRCHILD,4,CIS,FR,1999/08/30,0000/00/00,0000/00/00,,USA,,,,
16356,MANDARINO,,Citrus reticulata Blanco,FAIRCHILDLS,2,,FR,0000/00/00,2017/06/16,2037/06/16,S,USA,THE REGENTS THE UNIV.CALIFORNI,"CLARKE, MODET & CO",,
6450,MANDARINO,,Citrus reticulata Blanco,FALLGLO,4,CIS,FR,1999/07/30,0000/00/00,0000/00/00,,USA,,,,
5000,MANDARINO,,Citrus reticulata Blanco,FORTUNE,1,CIS,FR,1997/07/28,0000/00/00,0000/00/00,,USA,VINEXPORT S.A.I.E.,VINELLI NORBERTO NESTOR,,
7007,MANDARINO,,Citrus reticulata Blanco,GOLD NUGGET,2,CIS,FR,0000/00/00,2005/08/01,2025/08/01,S,USA,THE REGENTS THE UNIV.CALIFORNI,NOIR HELENA MARIA,,
8100,MANDARINO,,Citrus reticulata Blanco,KEDEM,3,CIS,FR,2004/06/29,2004/06/29,2024/06/29,S,ISR,AGRICULTURAL RESEARCH ORGANIZN,IGNACIO DE APELLANIZ,,
16357,MANDARINO,,Citrus reticulata Blanco,KINNOWLS,2,,FR,0000/00/00,2017/06/16,2037/06/16,S,USA,THE REGENTS THE UNIV.CALIFORNI,"CLARKE, MODET & CO",,
5508,MANDARINO,,Citrus reticulata Blanco,MARISOL,1,CIS,FR,1997/12/22,0000/00/00,0000/00/00,,ESP,VINEXPORT S.A.I.E.,VINELLI NORBERTO NESTOR,,
8074,MANDARINO,,Citrus reticulata Blanco,MERAV,3,CIS,FR,2004/06/29,2004/06/29,2024/06/29,S,ISR,AGRICULTURAL RESEARCH ORGANIZN,IGNACIO DE APELLANIZ,,
6452,MANDARINO,,Citrus reticulata Blanco,MONTENEGRINA,4,CIS,FR,1999/07/30,0000/00/00,0000/00/00,,URY,,,,
8098,MANDARINO,,Citrus reticulata Blanco,MORIA,3,CIS,FR,2004/06/29,2004/06/29,2024/06/29,S,ISR,AGRICULTURAL RESEARCH ORGANIZN,IGNACIO DE APELLANIZ,,
8073,MANDARINO,,Citrus reticulata Blanco,NECTAR,3,CIS,FR,2004/06/29,2004/06/29,2024/06/29,S,ISR,AGRICULTURAL RESEARCH ORGANIZN,IGNACIO DE APELLANIZ,,
8097,MANDARINO,,Citrus reticulata Blanco,NORA,3,CIS,FR,2004/06/29,2004/06/29,2024/06/29,S,ISR,AGRICULTURAL RESEARCH ORGANIZN,IGNACIO DE APELLANIZ,,
4999,MANDARINO,,Citrus reticulata Blanco,NOUR,1,CIS,FR,1997/11/28,0000/00/00,0000/00/00,,,VINEXPORT S.A.I.E.,VINELLI NORBERTO NESTOR,,
3306,MANDARINO,,Citrus reticulata Blanco,NOVA,4,CIS,FR,1994/01/26,0000/00/00,2012/09/01,,USA,,,,
6535,MANDARINO,,Citrus reticulata Blanco,OROVAL,4,CIS,FR,1999/08/30,0000/00/00,0000/00/00,,ESP,,,,
8070,MANDARINO,,Citrus reticulata Blanco,ORRI,3,CIS,FR,2004/06/29,2004/06/29,2024/06/29,S,ISR,AGRICULTURAL RESEARCH ORGANIZN,IGNACIO DE APELLANIZ,,
6453,MANDARINO,,Citrus reticulata Blanco,PIXIE,4,CIS,FR,1999/07/30,0000/00/00,0000/00/00,,USA,,,,
6540,MANDARINO,,Citrus reticulata Blanco,PONKAN,4,CIS,FR,1999/08/30,0000/00/00,0000/00/00,,,,,,
8068,MANDARINO,,Citrus reticulata Blanco,SHANI,3,CIS,FR,2004/06/29,2004/06/29,2024/06/29,S,ISR,AGRIC RESEARCH ORG E DE ISRAEL,IGNACIO DE APELLANIZ,,
6539,MANDARINO,,Citrus reticulata Blanco,SUNBURST,4,CIS,FR,1999/08/30,0000/00/00,0000/00/00,,USA,,,,
8069,MANDARINO,,Citrus reticulata Blanco,TAMI,3,CIS,FR,2004/06/29,2004/06/29,2024/06/29,S,ISR,AGRICULTURAL RESEARCH ORGANIZN,IGNACIO DE APELLANIZ,,
12937,MANDARINO,,Citrus reticulata Blanco,TANGO,2,CIS,FR,0000/00/00,2012/01/26,2032/01/26,S,ESP,THE REGENTS THE UNIV.CALIFORNI,"CLARKE, MODET & CO",,
8594,MANDARINO,,Citrus reticulata Blanco,TDE2,2,CIS,FR,0000/00/00,2006/04/24,2026/04/24,S,USA,THE REGENTS THE UNIV.CALIFORNI,"CLARKE, MODET & CO",,
8595,MANDARINO,,Citrus reticulata Blanco,TDE3,2,CIS,FR,0000/00/00,2006/04/24,2026/04/24,S,USA,THE REGENTS THE UNIV.CALIFORNI,"CLARKE, MODET & CO",,
8593,MANDARINO,,Citrus reticulata Blanco,TDE4,2,CIS,FR,0000/00/00,2006/04/24,2026/04/24,S,USA,THE REGENTS THE UNIV.CALIFORNI,"CLARKE, MODET & CO",,
8071,MANDARINO,,Citrus reticulata Blanco,VERED,3,CIS,FR,2004/06/29,2004/06/29,2024/06/29,S,ISR,AGRICULTURAL RESEARCH ORGANIZN,IGNACIO DE APELLANIZ,,
14731,MANDARINO,,Citrus reticulata Blanco,W.MURCOTT,4,CIS,FR,2013/08/02,0000/00/00,0000/00/00,,,,,,
3302,MANDARINO,,Citrus reticulata Blanco,WILLOWLEAF O CRIOLLA,4,CIS,FR,1994/01/26,0000/00/00,0000/00/00,,EGY,,,,
8072,MANDARINO,,Citrus reticulata Blanco,YANOV,3,CIS,FR,2004/06/29,2004/06/29,2024/06/29,S,ISR,AGRICULTURAL RESEARCH ORGANIZN,IGNACIO DE APELLANIZ,,
16595,MANDIOCA,VARIEDAD,Manihot esculenta Crantz,PARAGUAYA CA,1,,HT,2016/08/04,0000/00/00,0000/00/00,,ARG,INTA,RAGONESE MARIA ELENA,,
12751,MANGO,,Mangifera indica L.,SHELLY,2,,FR,0000/00/00,2012/01/26,2032/01/26,S,ISR,STATE OF ISRAEL/MINISTRY OF AG,"CLARKE, MODET & CO",,
4933,MANI,,Arachis hypogaea L..,458,3,,OL,1998/11/09,1997/10/20,2017/10/20,N,USA,MYCOYEN S.A.,FONSECA EZEQUIEL ANGEL,,
12003,MANI,,Arachis hypogaea L..,48,3,,OL,2010/06/04,2010/06/04,2030/06/04,S,USA,PROSEM S.A.,DIAZ RICARDO CESAR,,
7777,MANI,,Arachis hypogaea L..,AGRATECH 1-1,2,,OL,0000/00/00,2003/09/18,2023/09/18,,USA,GOLDEN PEANUT COMPANY LLC,GOLDEN PEANUT ARGENTINA S.A,,
7778,MANI,,Arachis hypogaea L..,AGRATECH 1-1,3,,OL,2003/11/28,2003/09/18,2023/09/18,S,USA,GOLDEN PEANUT COMPANY LLC,GOLDEN PEANUT ARGENTINA S.A,,
17123,MANI,,Arachis hypogaea L..,ASCASUBI HISPANO,1,,OL,2017/03/14,0000/00/00,0000/00/00,,ESP,INTA,MARCELO LABARTA,,
14799,MANI,,Arachis hypogaea L..,ASEM 400 INTA,3,,OL,2013/12/12,2013/12/12,2033/12/12,S,ARG,INTA,RAGONESE MARIA ELENA,,
5594,MANI,,Arachis hypogaea L..,ASEM 447 INTA,3,,OL,1998/11/09,1998/10/05,2018/10/05,N,ARG,INTA,RAGONESE MARIA ELENA,,
8054,MANI,,Arachis hypogaea L..,ASEM 484 INTA,3,,OL,2004/02/20,2004/02/20,2024/02/20,S,ARG,INST. NAC. TEC. AGROPECUARIA,RAGONESE MARIA ELENA,,
6617,MANI,,Arachis hypogaea L..,ASEM 485 INTA,3,,OL,2000/02/09,2000/02/09,2020/02/09,S,ARG,INST. NAC. TEC. AGROPECUARIA,RAGONESE MARIA ELENA,,
8053,MANI,,Arachis hypogaea L..,ASEM 505 INTA,3,,OL,2004/02/20,2004/02/20,2024/02/20,S,ARG,INST. NAC. TEC. AGROPECUARIA,RAGONESE MARIA ELENA,,
573,MANI,,Arachis hypogaea L..,BLANCO DE RIO SEGUNDO SEL,4,VaB,OL,1980/05/05,0000/00/00,0000/00/00,,ARG,,,,
570,MANI,,Arachis hypogaea L..,BLANCO MANFREDI 1,4,EsB,OL,1980/05/05,0000/00/00,0000/00/00,N,ARG,,,,
571,MANI,,Arachis hypogaea L..,BLANCO MANFREDI 68 INTA,4,EsB,OL,1980/05/05,0000/00/00,0000/00/00,,ARG,,,,
572,MANI,,Arachis hypogaea L..,BLANCO PRUDENTE INTA SEL,4,EsVaB,OL,1980/05/05,0000/00/00,0000/00/00,,ARG,,,,
574,MANI,,Arachis hypogaea L..,BLANCO SANTA FE SEL MANFREDI,4,EsB,OL,1980/05/05,0000/00/00,0000/00/00,,ARG,,,,
702,MANI,,Arachis hypogaea L..,COLORADO CORRENTINO INTA,4,EsVaC,OL,1980/05/05,0000/00/00,0000/00/00,,ARG,,,,
701,MANI,,Arachis hypogaea L..,COLORADO IRRADIADO INTA,4,VaC,OL,1980/05/05,0000/00/00,0000/00/00,,ARG,,,,
575,MANI,,Arachis hypogaea L..,COLORADO MANFREDI,4,VaC,OL,1980/05/05,0000/00/00,0000/00/00,,ARG,,,,
8874,MANI,,Arachis hypogaea L..,EC-12,3,,OL,2005/07/20,2005/09/30,2025/09/30,N,ARG,SOAVE JUAN HAROLDO,SOAVE JUAN HAROLDO,,
8837,MANI,,Arachis hypogaea L..,EC-48 (A0),3,,OL,2005/07/20,2005/09/30,2025/09/30,N,ARG,SOAVE JUAN HAROLDO,SOAVE JUAN HAROLDO,,
14641,MANI,,Arachis hypogaea L..,EC-98 (AO),3,,OL,2013/10/10,2013/10/10,2033/10/10,S,ARG,SOAVE JUAN HAROLDO,SOAVE JUAN HAROLDO,,
1276,MANI,,Arachis hypogaea L..,FLORMAN INTA,3,,OL,1985/03/29,1985/03/29,2000/03/28,N,ARG,INTA E.E.A.MANFREDI,GIANDANA EDGARDO HUMBERTO,,
1321,MANI,,Arachis hypogaea L..,FLORUNNER,4,ViR,OL,1984/02/20,0000/00/00,0000/00/00,,USA,,,,
7907,MANI,,Arachis hypogaea L..,GRANOLEICO,3,,OL,2003/10/14,2003/10/14,2023/10/14,S,ARG,SOAVE JUAN HAROLDO,SOAVE JUAN HAROLDO,,
11189,MANI,,Arachis hypogaea L..,GUASU,3,,OL,2009/06/09,2009/06/09,2029/06/09,N,ARG,SOAVE JUAN HAROLDO,SOAVE JUAN HAROLDO,,
